Item Code,Item Description,Unit,Rate,PCR RATE,FINAL ITEM NUMBER,Technical description   rating & size & & Make & MPN & Type
9398,PCA MK 451A Insulated analogue I/O 191891,NOS.,21470.97,#N/A,,
9410,PCA MK 452A Digital I/O 191854,NOS.,6765.85,14198,,
9400,PCA MK 468B RS232 Convertor 19184601,NO.,0,#N/A,,
9399,PCA MK 468B Snubber card for Diode mounting 19183902,NOS.,599.778,1463,,
9396,PCA MK 469B Fuse unit 191894,NOS.,4844.344,8681,,
9401,PCA MK 470G Primary 19189504,NOS.,15342.81,#N/A,,
,,,,,,
26498,PCA MK 470H-192047A,NOS.,11506.768,#N/A,,
9409,PCA MK 471F Output 19194802,NOS.,5278.65,#N/A,,
23108,PCA MK 475 Series 19189903,NOS.,5030.67,#N/A,,
9402,PCA MK 490C Pole changer 19192201,NOS.,7379.811,14474,,
15760,PCA MK 511A POLE REVERSE CONNECTION CARD 191953,NOS.,1282.47,2129,,
,,,,,,
,,,,,,
28189,PCA MK475D Series connection board-19189904,NOS.,4109.23,#N/A,,
15083,PCA MK505A RESISTANCE CARD ARTICLE NO.: 191942,NO.,0,#N/A,,
9412,PCA Pole reverse unit one side 292287,NOS.,38491.22,#N/A,,
28663,PCA Signal Filter Unit MK 431-191780,NOS.,10263.88,#N/A,,
4072,PCA.MK 423A Pulse Driv HZP 19178304,NOS.,22778.407,#N/A,,
34704,PCB-- CT CARD1 FOR 15KOHM,NOS.,119,#N/A,,
34705,PCB-- CT CARD2 FOR 12.5KOHM,NOS.,119,#N/A,,
35308,PCB D185 - 201 Vienna Power 10kW,,60068.7,#N/A,,
35307,PCB D185-202 Vienna Control 10kW,,16119.78,#N/A,,
31845,PCB-- Enciosre Piri ED-7060 Din mounted,NOS.,180,#N/A,,
17591,PCB-- feedback card 90ME,NO.,0,#N/A,,
5858,PCB Interface Microkraft 09221701,NOS.,7602.554,#N/A,,
33182,PCB MK259B PART NUMBER 19134201 FOR SK25,NOS.,37245.5,#N/A,,
25322,PCB MK368 OVER VOLT PROTEC   part no 19158201,NOS.,2827.396,#N/A,,
31900,PCB MK538B Snubber card with 0.1mfd / 2000VDC /700AC & 1000AC MOV,NOS.,211.5,#N/A,,
29370,PCB-- MK622A  Measurement board. -46,NOS.,5833.9,63714,,
9364,PCB PCA Control Card MK450,NO.,0,#N/A,,
15021,PCB relay Schneider RSL1AB4BD,NO.,0,#N/A,,
5859,PCB SCR Trigger Unit 191576,NOS.,9346.725,#N/A,,
7300,PCB Spark Detector MK 246,NOS.,3909.86,#N/A,,
5861,PCB Spark Detector PCA 19114401,NOS.,6431.17,#N/A,,
13976,PCB-- WIZnet WIZ 100 SR Rev1.0,NOS.,1760.85,#N/A,,
13943,PCB--+/- B Card 5814-222,NOS.,271,1377,,
13942,PCB--+15 Card 5814-222,NOS.,188,1108,,
12900,PCB--1-PH CONTROLLER CARD 5387-205/2,NO.,0,#N/A,,
16606,PCB--1-PH CONTROLLER CARD 5387-205/2-HVDC,NOS.,636.2,#N/A,,
16832,PCB--2046-201 Interface card,NO.,0,#N/A,,
16831,PCB--2046-202 FEEDBACK CARD,NO.,0,#N/A,,
14276,PCB--3SNB CARD ( HCR BF ) RD-P-4004-D,NOS.,88.11,#N/A,,
13949,PCB--3SNB CARD (HCR) RD-P-4004- CE Mark,NOS.,9.02,#N/A,,
12901,PCB--3SNB CARD (HCR) RD-P-4004-A,NOS.,82.731,347,,
12902,PCB--3SNB CARD (HVR) RD-P-4004- B,NOS.,32.49,#N/A,,
25314,PCBA 200Hz  MK560C  part no 192068,NOS.,18695.042,#N/A,,
25313,PCBA 600Hz  MK560C  part no 192067,NOS.,18664.004,#N/A,,
28188,PCBA MK 444G MODULE CONTROL-19189703,NOS.,8632.757,32403,,
29305,PCBA MK 534B Control Card- 300V - 400V-1,NOS.,14744.84,#N/A,,
29306,PCBA MK 534B Control Card-400V – 500V-5,NOS.,14744.84,#N/A,,
29553,PCBA MK 536B  Measurement Card  301V-400V (60mV)-14,NOS.,4237.86,#N/A,,
30840,PCBA MK 536B  Measurement Card  301V-400V (75mV)-15,NOS.,6210.3,63714,,
29554,PCBA MK 536B  Measurement Card  401V-500V (60mV)-16,NOS.,4237.86,#N/A,,
29312,PCBA MK 536B Measurement Card - 300V-10,NOS.,4237.86,#N/A,,
29313,PCBA MK 536B Measurement Card – 400V-11,NOS.,4237.86,#N/A,,
29314,PCBA MK 536B Measurement Card - 500V-12,NOS.,4237.86,#N/A,,
29327,PCBA MK 539A Signal Distribution Card-19,NOS.,138.08,#N/A,,
33171,PCBA MK 590E PDB Board ECKR Part No.192054,NOS.,11164.28,#N/A,,
29541,PCBA MK534B  Control Card  101V - 200V-20,NOS.,14744.84,#N/A,,
29539,PCBA MK534B  Control Card  192037-21,NOS.,14584.15,#N/A,,
29542,PCBA MK534B  Control Card  201V - 300V-22,NO.,13868,#N/A,,
29543,PCBA MK534B  Control Card  301V - 400V-23,NOS.,14744.84,#N/A,,
29544,PCBA MK534B  Control Card  401V – 500V-24,NOS.,14744.84,#N/A,,
29332,PCBA MK534C  Control Card-27,NOS.,9795.06,133824,,
29545,PCBA MK535B  Pulse Amplifier Card  197801A-28,NOS.,5241.96,#N/A,,
29294,PCBA MK535B  Pulse Amplifier Card-197801A-29,NOS.,8375,#N/A,,
29551,PCBA MK536B  Measurement Card  101V-200V (60mV)-30,NOS.,6210.3,#N/A,,
30837,PCBA MK536B  Measurement Card  101V-200V (75mV)-31,NOS.,4003.66,63714,,
29546,PCBA MK536B  Measurement Card  142035-32 Proton (Full),NOS.,6210.31,63714,,
29552,PCBA MK536B  Measurement Card  201V-300V (60mV) 35,NOS.,10393,#N/A,,
30838,PCBA MK536B  Measurement Card  201V-300V (75mV)-36,NOS.,6210.3,63714,,
29295,PCBA MK536B  Measurment Card-142035-41,NOS.,4003.66,#N/A,,
29555,PCBA MK537D  Alarm Annunciator Card-42,NOS.,1522.96,#N/A,,
29296,PCBA MK537D  Alarm Annuncitor Card-43,NOS.,1522.96,#N/A,,
29298,PCBA MK538B  Thyristor Interface Card-44,NOS.,470,#N/A,,
29557,PCBA MK539A  Signal Distribution Card -45,NOS.,138.08,#N/A,,
32556,PCBA MK638A  Pulse Amplifier Card,NOS.,6458,#N/A,,
29559,PCBA RCC+PC+SC CARD  D49-203/R2  WITH PHASE FAULT,NOS.,4594.72,#N/A,,
29558,PCBA VNGL Controller  D02-204/R2  CV,NOS.,701.31,#N/A,,
26513,PCB--AC-DC Converter  IRM-20-24  85-264VAC  Output:-24VDC  0.9Amp,NOS.,910.94,#N/A,,
12903,PCB--ADUC TEST JIG,NOS.,448.9,#N/A,,
12904,PCB--AMPLIFIED PULSE DISTRIBUTION CARD 5287-208/A/2,NOS.,645,2970,,
32061,PCB--Analog Card  Box Bottom Cover  4685B-90300-203-01,NOS.,151.42,#N/A,,
32060,PCB--Analog Card Box Top Cover  4685B-90300-203-02,NOS.,103.91,#N/A,,
31955,PCB--Antistatic Packing Roll In. 6,NOS.,3500,#N/A,,
15649,PCB--Assembled PCB  VNGL CONTROLLER D02-204/R2 CC,NOS.,70,#N/A,,
15650,PCB--Assembled PCB  VNGL CONTROLLER D02-204/R2 CV,NOS.,1915,#N/A,,
15368,PCB--Assembled PCB Interconnect Card  D125-203-R1  2-Layer,NOS.,368.73,#N/A,,
15369,PCB--Assembled PCB Master Card  D125-201-R1  4-Layer,NO.,0,#N/A,,
15370,PCB--Assembled PCB Micron Card  D125-207-R1  4-Layer,NOS.,706.71,#N/A,,
15371,PCB--Assembled PCB Sensor Card  D125-206-R1  1-Layer,NOS.,802.98,#N/A,,
15372,PCB--Assembled PCB Switch Card  D125-202-R1  2-Layer,NOS.,4721.34,#N/A,,
33284,PCB--Assembled PCB: D173-201_CONT_CON-BOM_23102024,NOS.,256,#N/A,,
33516,PCB--Assembled PCB: D173-202_PWR_CON-BOM_23102024,NOS.,178,#N/A,,
33515,PCB--Assembled PCB: D173-203_FAN_CON-BOM_23102024,NOS.,158,#N/A,,
12905,PCB--AUX CARD 5638-201,NOS.,830,#N/A,,
13940,PCB--BF0014-201 Over Voltage Trip Card,NOS.,1365,5940,,
25769,PCB--BF0014-201 Over Voltage Trip Card For PLC,NOS.,941.54,#N/A,,
12908,PCB--BUFFER CARD 5705-202 Single sided Size 65x45,NOS.,121.545,594,,
13204,PCB--Converter DC/DC   1W  5V/0.2  Traco Power,NO.,0,#N/A,,
32274,PCB--Crystal  SMD  20MHz  20ppm  7B-20.000MEEQ-T,NOS.,74.44,#N/A,,
32146,PCB--Current Sensor  Through Hole  ACS773LCB-50B-PFF-T  + /-50A  Bidirectional,NOS.,249.15,#N/A,,
12914,PCB--D18-TRANSISTOR BANK CARD,NOS.,155.94,#N/A,,
12915,PCB--DAQ CARD D37-200  20V,NOS.,1326,#N/A,,
12916,PCB--DAQ CARD D37-200  3V,NOS.,1134.16,#N/A,,
12917,PCB--DAQ CARD D37-203  20V,NOS.,3152.68,#N/A,,
13967,PCB--DAQ Card D37-203 3V,NOS.,2938.91,#N/A,,
12918,PCB--DATALOGGER  VER-2,NOS.,1180.53,#N/A,,
26447,PCB--DC-DC Converter  IE0505S  I/P 5VDC  O/P +5VDC,NOS.,172.28,#N/A,,
32145,PCB--DC-DC Converter  IK2405SA  I/P 24VDC  O/P 5VDC  50mA,NOS.,607.45,#N/A,,
32147,PCB--DC-DC Converter  JCA0324S05  I/P 24VDC  O/P +5VDC  440mA  2W,NOS.,1033.39,#N/A,,
25478,PCB--DC-DC Converter  JTC0624D15  I/P 24VDC  O/P ±,NOS.,1439.46,#N/A,,
32148,PCB--DC-DC Converter  JTC0624S05  I/P 24VDC  O/P +5VDC  1A  6W,NOS.,1368.69,#N/A,,
31991,PCB--DC-DC Converter  JTF1224S15,NOS.,2927.4,#N/A,,
32336,PCB--DC-DC Converter  R- 7215P  I/P 24VDC  O/P +15VDC  2A  SIP,NOS.,2598.311,#N/A,,
32378,PCB--DC-DC Converter  Rac02-05se  I/P 277VAC  O/P +5VDC   ± 440mA  2W .,NOS.,1052.94,#N/A,,
30894,PCB--DC-DC Converter  TEN5 4811WI  24 PIN,NOS.,2470,#N/A,,
32090,PCB--DC-DC Converter  VR20S15  I/P 18-36VDC  O/P ±15VDC,NOS.,421.04,#N/A,,
12919,PCB--DIGIT CARD D04-212,NOS.,458.48,#N/A,,
13939,PCB--DIGIT CARD D04-212 VER1,NOS.,458.48,#N/A,,
12920,PCB--DIN TEMP CARD D56-201,NOS.,530.36,#N/A,,
32149,PCB--Diode  BAS116LT1G  SOT-23-3,NOS.,1.84,#N/A,,
14264,PCB--Diode  BYW55P,NOS.,0.01,#N/A,,
13966,PCB--DRIVER CARD 5462-206/1,NOS.,372.2,#N/A,,
15101,PCB--Dropping chain card D55-203,NOS.,151.53,356,,
13950,PCB--Dual Ref for Powerform D55-202 with DAC IC,NO.,0,#N/A,,
13954,PCB--DUAL REF POWERFORM D55-202 R2 WITH DAC IC,NOS.,4005.31,#N/A,,
13955,PCB--DUAL REF POWERFORM D55-202 R2 WITHOUT DAC IC,NOS.,4005.31,#N/A,,
12926,PCB--DUAL SNUBBER CARD D49-205/1,NOS.,446.25,1071,,
22456,PCB--DUAL SNUBBER CARD D49-205/1 for AC Volatge Vn<660V,NOS.,162,#N/A,,
13372,PCB--Dust Cover 9 Pin D Type,NOS.,4.724,#N/A,,
13385,PCB--Ethernet Card EG-SR-7100A-LF,NOS.,1200,#N/A,,
32380,PCB--Ethernet jack  615 008 140 421  Female  Straight  PCB mounted,NOS.,66.48,#N/A,,
32381,PCB--Ethernet jack  61500814221  Female  Right angle  PCB mounted,NOS.,30,#N/A,,
32167,PCB--Ethernet jack  615016240521  Female  Right angle  PCB mounted,NOS.,100,#N/A,,
13938,PCB--EXT I/O Card D97-203,NOS.,1550.58,#N/A,,
12927,PCB--FAULT CARD 5575-203/1,NOS.,714.91,7425,,
13958,PCB--FAULT CARD 5575-203/1 (Door),NOS.,714.91,7425,,
12928,PCB--FAULT CARD 5575-203-1 (CE),NOS.,714.91,#N/A,,
12929,PCB--FAULT CARD 7427-001,NOS.,1133.2,9257,,
13957,PCB--FUSE CLEAR CARD FC6,NOS.,247,376,,
26776,PCB--MK 534B Control Card 50V- 100V -102,NOS.,14054.66,#N/A,,
26775,PCB--MK 534B Control Card-100V- 200V - 104,NOS.,13416.28,#N/A,,
13937,PCB--MK 534B Control Card-192037 - 105,NOS.,14744.84,#N/A,,
26774,PCB--MK 534B Control Card-200V- 300V - 106,NOS.,14744.84,#N/A,,
26772,PCB--MK 534B Control Card-400V- 500V -107,NOS.,14744.84,#N/A,,
12945,PCB--MK 535B Pulse Amplifier Card-197801A - 108,NOS.,8375,59532,,
26737,PCB--MK 536B Measurement Card- 100V -109,NOS.,4237.86,#N/A,,
12946,PCB--MK 536B Measurement Card- 142035 - 110,NOS.,4237.86,1230,,
26736,PCB--MK 536B Measurement Card- 200V - 112,NOS.,4237.66,#N/A,,
26735,PCB--MK 536B Measurement Card- 300V -  114,NOS.,6210.3,#N/A,,
26733,PCB--MK 536B Measurement Card- 500V - 116,NOS.,4237.86,#N/A,,
12947,PCB--MK 537B Alarm Annuncitor Card,NOS.,1025,#N/A,,
19441,PCB--MK 537C Alarm Annuncitor Card Part No-19198002B,NOS.,1115,#N/A,,
12948,PCB--MK 538B Thyristor Interface Card,NOS.,289,2870,,
12949,PCB--MK 539A Signal Distribution Card,NOS.,138.08,#N/A,,
18307,PCB--MK512A Mains Filter,NO.,0,#N/A,,
13920,PCB--MV Converter 6371-205,NOS.,365.4,1881,,
12954,PCB--NEW VNGL CARD D02-204,NOS.,1060.13,8910,,
12955,PCB--NEW VNGL CARD D02-204 (CV),NOS.,1915,5445,,
13911,PCB--NI 3SNB CARD RD-P-4004-C,NOS.,122.85,#N/A,,
17175,PCB--NI 3SNB CARD RD-P-4004-E,NOS.,87,#N/A,,
19011,PCB--NI 3SNB CARD RD-P-4004-F,NOS.,30.453,#N/A,,
21543,PCB--NI 3SNB CARD RD-P-4004-G,NOS.,86,#N/A,,
25659,PCB--PCB  D49-203 R2  RCC+PC+SC  Transformer Pulse 113562 SIRIO,NOS.,17031.88,#N/A,,
22331,PCB--PCB  D49-203 R2  RCC+PC+SC BOM-R0-25052018-HCR-V,NOS.,3567.95,#N/A,,
25718,PCB--PCB  D49-203 R2  VOLTA R3 & R4  RCC+PC+SC,NOS.,5443.49,#N/A,,
25717,PCB--PCB  D49-203 R2  VOLTA R5  RCC+PC+SC,NOS.,7798,#N/A,,
19721,PCB--PCB  D55-202 R4 POWERFORM CARD (24VDC operated and with isolation),NOS.,4918.66,#N/A,,
20681,PCB--PCB  D55-202 R5 POWERFORM CARD (24VDC operated and with isolation),NOS.,7481.06,#N/A,,
26751,PCB--PCB  MK 536B  Input : 60mV & Output : 10VDC Measurement Card,NOS.,4676.1,#N/A,,
26752,PCB--PCB  MK 536B  Input : 75mV & Output : 10VDC Measurement Card,NOS.,4003.66,#N/A,,
27818,PCB--PCB  MK mV Converter Card 6371-205,NOS.,142.97,#N/A,,
20883,PCB--PCB  MK338  SINGLE PHASE FIRING CARD FOR MKIII CONTROLLER,NOS.,1652.7,#N/A,,
29073,PCB--PCB  MK537D  Alarm Annuncitor Card,NOS.,1522.96,20090,,
12958,PCB--PICT CARD 5444-216,NOS.,620,2970,,
18885,PCB--Precision Isolation Amplifier AMC1200EVM,NO.,0,#N/A,,
12962,PCB--PULSE AMPLIFIER CARD 5287-208,NOS.,2461.668,15888,,
12963,PCB--PULSE AMPLIFIER CARD 5287-208 (STERLITE),NOS.,3500,16039,,
,,,,,,
12965,PCB--PULSE AMPLIFIER CARD 5808-208/2,NO.,0,#N/A,,
13933,PCB--PULSE AMPLIFIER CARD 5808-208/5,NOS.,188.21,#N/A,,
12968,PCB--RCC+PC+SC CARD D49-203/R2,NOS.,4743.53,34650,,
16886,PCB--RCC+PC+SC CARD D49-203/R3 ( For MK-III controller),NOS.,8010,#N/A,,
18976,PCB--RCC+PC+SC CARD D49-203/R3 WITH PHASE FUALT,,8187,#N/A,,
,,,,,,
,,,,,,
13960,PCB--RECT CONTROL CARD 5287-209/2 VER4 FOR RACK,NOS.,1381.26,#N/A,1.2713E+11,
12972,PCB--REDUNDANT RS-458 CARD D443-200,NO.,0,#N/A,,
32198,PCB--Relay  G5Q-14-EU DC5   5Vdc Coil  SPDT  Throught hole,NOS.,91.02,#N/A,,
13485,PCB--Relay 48 Series 48-12-2CE,NOS.,54.864,#N/A,,
13486,PCB--Relay AZ826-2C-12DSSE,NOS.,83.83,#N/A,,
12973,PCB--RELAY CARD 5545-202/A,NOS.,91.87,1114,,
13919,PCB--Relay Card D37-201,NO.,0,#N/A,,
32288,PCB--Relay DPDT EC2-24NU 24V 2A Non Latching Throughole.,NOS.,161.99,#N/A,,
28272,PHASE BARRIER SIEMENS 3KX8153-0AE FOR SFU 3KL81/82,NOS.,17.694,#N/A,,
28273,PHASE BARRIER SIEMENS 3KX8343-0AE  FOR SFU 3KL83,NOS.,49.37,#N/A,,
31552,PHASE BARRIERS ABB 1SDA054970R1 PB100 LOW  FOR THREE-POLE H=100 MM 4PCS,NOS.,823.2,#N/A,,
29515,Phase barriers abb 1SDA054972R1 PB200 high 200X67 mm,NOS.,1242,#N/A,,
29516,Phase barriers abb 1SDA054973R1 PB200 high  200X90 mm,NOS.,1818,#N/A,,
27244,Phase Barriers Siemens 3VA91520WA00,NOS.,223.17,#N/A,,
22928,Phase Barriers Siemens 3VA9482-0WA00 Suitable for,SET,527.32,#N/A,,
17857,Phase Failure with UV / OV (3Ø-3W) Minilec D2 VMR1,NO.,0,#N/A,,
14543,Philips Pan M5 x 15 ( White ) M.S.,NOS.,1.82,#N/A,,
18682,Philips Pan M5 x 40 ( White ) M.S.,NOS.,3,#N/A,,
32699,PHILLIPS - PAN_HEAD_SCREW_M3 10L,NOS.,0.595,#N/A,,
32698,PHILLIPS - PAN_HEAD_SCREW_M4 10L,NOS.,0.75,#N/A,,
32697,PHILLIPS - PAN_HEAD_SCREW_M5 10L,NOS.,0.957,#N/A,,
33299,PHILLIPS HEAD SCREW M3X12mmL,NOS.,0.4,#N/A,,
20270,PHILLIPS PAN HEAD M.S M5 15  8.8 Blue passivated_00465  16,NOS.,1.264,#N/A,,
20271,PHILLIPS PAN HEAD M.S M5 40  8.8 Blue passivated_00465  30,NO.,0,#N/A,,
33674,PHOENIX  ZB 8 3 CUS - Zack marker strip,NOS.,39.9,#N/A,,
33227,Phoenix GMSTB 2 5/ 4-ST-7 62 (Part - 1767025),NOS.,135.41,#N/A,,
33223,Phoenix GMSTBVA-2-5-4-G-7-62 (Part Number-1766796),NOS.,95.35,#N/A,,
33218,Phoenix MDSTBW-2-5-12-G-5-08(Part Number-1842319),NOS.,617,#N/A,,
33219,Phoenix MDSTBW-2-5-8-G-5-08 (Part Number-1842270),NOS.,417.04,#N/A,,
33220,Phoenix MSTB-2-5-HC-12-ST-5-08 (Part Number-1912061),NOS.,318.29,#N/A,,
33222,Phoenix MSTB-2-5-HC-8-ST-5-08 (Part Number-1912029),NOS.,234.74,#N/A,,
33583,PHOENIX TERMINAL FBSR 4-5 (3001592),NOS.,80,#N/A,,
33582,PHOENIX TERMINAL PT 2.5-TWIN BU(3209552),NOS.,18.5,#N/A,,
33224,Phoenix UMK-BE-45 (Part Number-2970015),NOS.,205.28,#N/A,,
33226,Phoenix UMK-FE (Part Number-2970031),NOS.,142.23,#N/A,,
33225,Phoenix UMK-SE_11.25-1 (Part Number-2970442),NOS.,110.1,#N/A,,
33677,PHOENIX ZB 5 LGS:FORTL.ZAHLEN - Zack marker strip 11-20,NOS.,6.802,#N/A,,
33678,PHOENIX ZB 5 LGS:FORTL.ZAHLEN - Zack marker strip 21-30,NOS.,6.802,#N/A,,
31287,PID temperature controller Radix NEX206,NOS.,13388,#N/A,,
23514,PID temperature controller Selec PID330-0-0-01,NOS.,2980,#N/A,,
26024,Pigtail Type –SC Simplex  For Single mode Fiber optics splicing,NOS.,237.5,#N/A,,
1816,Pilot Lamp  Schneider Red XB7-EV04MPN230V                                                        ,NO.,0,#N/A,,
22348,Pilot lamp ABB led BLUE 230 vac CL2-523L-1SFA619402R5234,NO.,0,#N/A,,
22349,PILOT LAMP ABB LED GREEN 110 VAC CL2-513G  1SFA619402R5132,NO.,0,#N/A,,
22350,PILOT LAMP ABB LED RED 230 VAC CL2-523R  1SFA619402R5231,NO.,0,#N/A,,
22352,PILOT LAMP ABB LED RED 24VAC/DC CL2-502R  1SFA619402R5021,NO.,0,#N/A,,
22351,PILOT LAMP ABB LED YELLOW 230 VAC CL2-523Y  1SFA619402R5233,NO.,0,#N/A,,
22353,PILOT LAMP ABB LED YELLOW 415 VAC CL2-542Y  1SFA619402R5423,NO.,0,#N/A,,
1785,Pilot Lamp CONCARD Ill. Green 230VAC                                                                ,NOS.,125,#N/A,,
5,Pilot Lamp CONCARD Ill. Green 230VAC                                                                ,NOS.,0,#N/A,,
1786,Pilot Lamp CONCARD Ill. White 230VAC                                                                ,NOS.,125,#N/A,,
16556,Pilot Lamp CRAFTECH LED Amber CR-PL-110-AC-AM 110VAC,NOS.,75,#N/A,,
17776,Pilot Lamp CRAFTECH LED Amber CR-PL-220-A-AM,NOS.,80,#N/A,,
28329,Pilot Lamp CRAFTECH LED Amber CR-PL-24-A-AM,NOS.,75,#N/A,,
16994,Pilot Lamp CRAFTECH LED Amber CR-PL-24-D-AM,NOS.,75,#N/A,,
16997,Pilot Lamp CRAFTECH LED BLUE  CR-PL-24-D-BL,NOS.,120,#N/A,,
19289,PILOT LAMP CRAFTECH LED BLUE CR-PL-220-48A-BL,NOS.,120,#N/A,,
17342,Pilot Lamp CRAFTECH LED Blue CR-PL-220-A-BL,NOS.,120,#N/A,,
16553,Pilot Lamp CRAFTECH LED Green CR-PL-110-AC-GN 110VAC,NOS.,75,#N/A,,
16995,Pilot Lamp CRAFTECH LED Green CR-PL-220-A-GN,NOS.,75.716,#N/A,,
18545,pilot lamp craftech led green CR-PL-24-A-GN,NOS.,78.171,#N/A,,
17128,Pilot Lamp CRAFTECH LED GREEN CR-PL-24-D- GN,NOS.,75,#N/A,,
23659,Pilot Lamp CRAFTECH LED Green CR-PL-415-A-GN,NOS.,85,#N/A,,
16557,Pilot Lamp CRAFTECH LED Red CR-PL-110-AC-RD 110VAC,NOS.,75,#N/A,,
17119,Pilot Lamp CRAFTECH LED Red CR-PL-220-A-RD,NOS.,75.505,#N/A,,
16554,Pilot Lamp CRAFTECH LED Red CR-PL-24-AC-RD 24VAC,NOS.,75,#N/A,,
17127,Pilot Lamp CRAFTECH LED RED CR-PL-24-D- RD,NOS.,75,#N/A,,
25095,Pilot Lamp CRAFTECH LED Red CR-PL-415-A-RD,NOS.,85,#N/A,,
16996,Pilot Lamp CRAFTECH LED White CR-PL-24-D- WH,NOS.,120,#N/A,,
18421,PILOT LAMP CRAFTECH LED YELLOW 415 VAC,NOS.,87.798,#N/A,,
16555,Pilot Lamp CRAFTECH LED Yellow CR-PL-110-AC-YL 110VAC,NOS.,75,#N/A,,
19290,PILOT LAMP CRAFTECH LED YELLOW CR-PL-220-48A-YL,NOS.,75,#N/A,,
17341,Pilot Lamp CRAFTECH LED Yellow CR-PL-220-A-YL,NOS.,75,#N/A,,
18543,Pilot Lamp CRAFTECH LED Yellow CR-PL-24-A-YL 24VAC,NOS.,75,#N/A,,
17715,Pilot Lamp CRAFTECH LED Yellow CR-PL-24-D- YL   ,NOS.,75,#N/A,,
19288,PILOT LAMP CRAFTTECHLED RED CR-PL-220-48A-RD,NOS.,75,#N/A,,
29084,Pilot Lamp ESBEE LED Green 240V AC/DC SILG240A,NOS.,91.7,#N/A,,
29086,Pilot Lamp ESBEE LED Green 415V AC EPLG415A,NOS.,102.2,#N/A,,
29085,Pilot Lamp ESBEE LED Red 24V AC/DC SILR024C,NOS.,91.7,#N/A,,
1811,Pilot Lamp Schneider Amber XB7-EV08MPN230VAC                                                    ,NOS.,97.55,#N/A,,
1812,Pilot Lamp Schneider Blue XB7-EV06MPN230VAC                                                     ,NOS.,85,#N/A,,
1813,Pilot Lamp Schneider Green XB7-EV03BPN24VDC                                                     ,NOS.,110.42,#N/A,,
1814,Pilot Lamp SCHNEIDER Green XB7-EV03MPN230VAC                                                    ,NOS.,115.61,#N/A,,
1815,Pilot Lamp Schneider Red XB7-EV04BPN24VDC                                                       ,NO.,0,#N/A,,
1819,Pilot Lamp Schneider Yellow XB7-EV05MPN230VAC                                                   ,NOS.,128.75,#N/A,,
23353,Pilot lamp Siemens Green 3SU1102-6AA40-1AA0 24V AC/DC,NOS.,663,#N/A,,
16644,Pilot Lamp SIEMENS LED Amber 3SB52 85-6HL02 110VAC,NO.,0,#N/A,,
17064,Pilot Lamp SIEMENS LED Amber 3SB52 85-6HL03 220/240VAC,NOS.,112.21,#N/A,,
7333,Pilot Lamp SIEMENS LED Amber 3SB5285-6HL01 24VAC/DC,NOS.,119.08,#N/A,,
31197,PILOT LAMP SIEMENS LED BLUE  3SB5285-6HF03  220/240VAC,NOS.,405.33,#N/A,,
15983,Pilot Lamp SIEMENS LED Blue 3SB52 85-6HF03   230VAC,NOS.,326.933,#N/A,,
19324,PILOT LAMP SIEMENS LED BLUE 3SB5285-6HF01 24VAC,NO.,0,#N/A,,
22451,Pilot Lamp SIEMENS LED Green 3SB52 85-6HE01   24V DC,NOS.,119.08,#N/A,,
12458,Pilot Lamp SIEMENS LED Green 3SB52 85-6HE03   230VAC,NOS.,144.27,#N/A,,
19325,PILOT LAMP SIEMENS LED GREEN 3SB5285-6HE02 110VAC,NO.,0,#N/A,,
31195,PILOT LAMP SIEMENS LED RED  3SB5285-6HC03  220/240VAC,NOS.,160.3,#N/A,,
16643,Pilot Lamp SIEMENS LED Red 3SB52 85-6HC02 110VAC,NO.,0,#N/A,,
12456,Pilot Lamp SIEMENS LED Red 3SB52 85-6HC03   230VAC,NOS.,127.718,#N/A,,
7334,Pilot Lamp SIEMENS LED Red 3SB5285-6HC01 24VAC,NO.,0,#N/A,,
16813,Pilot Lamp SIEMENS LED Red3SB5285-6HC01 24VAC/DC,NOS.,171.38,#N/A,,
1791,Pilot Lamp SIEMENS LED Type Green 230VAC                                                            ,NOS.,120,#N/A,,
12457,Pilot Lamp SIEMENS LED White  3SB52 85-6HG03   230VAC,NOS.,119.08,#N/A,,
24113,Pilot Lamp SIEMENS LED white 3SB5285-6HG01 24VAC/DC,NOS.,119.08,#N/A,,
31196,PILOT LAMP SIEMENS LED YELLOW  3SB5285-6HD03  220/240VAC,NOS.,160.3,#N/A,,
15982,Pilot Lamp SIEMENS LED Yellow 3SB52 85-6HD03   230VAC,NOS.,130.53,#N/A,,
16812,Pilot Lamp SIEMENS LED Yellow3SB5285-6HD01 24VAC/DC,NOS.,171.38,#N/A,,
16811,Pilot Lamp SIEMENS LEDGreen 3SB5285-6HE01 24VAC/DC,NOS.,178.62,#N/A,,
23354,Pilot Lamp Siemens Red 3SU1102-6AA20-1AA0 24V AC/DC,NOS.,663,#N/A,,
23355,Pilot lamp siemens white 3SU1102-6AA60-1AA0 24V AC/DC,NOS.,663,#N/A,,
1787,Pilot Lamp TEKNIC Amber Flasher Type 2PLBR5L230VAC                                                  ,NOS.,186.56,#N/A,,
1795,Pilot Lamp TEKNIC LED Amber 2PLBR5L110VAC                                                          ,NOS.,189.8,#N/A,,
1794,Pilot Lamp TEKNIC LED Amber 2PLBR5L230VAC                                                           ,NOS.,182.978,#N/A,,
1793,Pilot Lamp TEKNIC LED Amber 2PLBR5L24VAC/VDC                                                            ,NOS.,189.8,#N/A,,
